stem,root,class,mode,voice,modification,stem_IAST,root_IAST
Apitavat,Ap,,past,active,caus,āpitavat,āp
Apita,Ap,,past,pass,caus,āpita,āp
Apivas,Ap,,perf,para,,āpivas,āp
Aptavat,Ap,,past,active,,āptavat,āp
Aptavya,Ap,,fut,pass,,āptavya,āp
Apta,Ap,,past,pass,,āpta,āp
Apnuvat,Ap,5,pres,para,,āpnuvat,āp
ApnvAna,Ap,5,pres,atma,,āpnvāna,āp
ApyamAna,Ap,,pres,pass,,āpyamāna,āp
ApyamAna,Ap,,pres,pass,caus,āpyamāna,āp
Apya,Ap,,fut,pass,,āpya,āp
Apya,Ap,,fut,pass,caus,āpya,āp
Apsyat,Ap,,fut,para,,āpsyat,āp
ApsyamAna,Ap,,fut,atma,,āpsyamāna,āp
AmanIya,am,,fut,pass,caus,āmanīya,am
Amayat,am,,pres,para,caus,āmayat,am
AmayamAna,am,,pres,atma,caus,āmayamāna,am
Amayitavya,am,,fut,pass,caus,āmayitavya,am
Amayizyat,am,,fut,para,caus,āmayiṣyat,am
AmayizyamAna,am,,fut,atma,,āmayiṣyamāna,am
AmayizyamAna,am,,fut,atma,caus,āmayiṣyamāna,am
AmAna,am,,perf,atma,,āmāna,am
Amitavat,am,,past,active,caus,āmitavat,am
Amita,am,,past,pass,caus,āmita,am
Amivas,am,,perf,para,,āmivas,am
AmyamAna,am,,pres,pass,caus,āmyamāna,am
Amya,am,,fut,pass,caus,āmya,am
Arya,f,,fut,pass,,ārya,ṛ
AvanIya,av,,fut,pass,caus,āvanīya,av
Avayat,av,,pres,para,caus,āvayat,av
AvayamAna,av,,pres,atma,caus,āvayamāna,av
Avayitavya,av,,fut,pass,caus,āvayitavya,av
Avayizyat,av,,fut,para,caus,āvayiṣyat,av
AvayizyamAna,av,,fut,atma,,āvayiṣyamāna,av
AvayizyamAna,av,,fut,atma,caus,āvayiṣyamāna,av
AvAna,av,,perf,atma,,āvāna,av
Avitavat,av,,past,active,caus,āvitavat,av
Avita,av,,past,pass,caus,āvita,av
Avilayat,Avil,10,pres,para,,āvilayat,āvil
AvilayamAna,Avil,10,pres,atma,,āvilayamāna,āvil
Avilayitavya,Avil,,fut,pass,,āvilayitavya,āvil
Avilayizyat,Avil,,fut,para,,āvilayiṣyat,āvil
AvilayizyamAna,Avil,,fut,atma,,āvilayiṣyamāna,āvil
AvilAna,Avil,,perf,atma,,āvilāna,āvil
Aviltavat,Avil,,past,active,,āviltavat,āvil
Avilta,Avil,,past,pass,,āvilta,āvil
AvilyamAna,Avil,,pres,pass,,āvilyamāna,āvil
Avilvas,Avil,,perf,para,,āvilvas,āvil
Avivas,av,,perf,para,,āvivas,av
AvelanIya,Avil,,fut,pass,,āvelanīya,āvil
Avelya,Avil,,fut,pass,,āvelya,āvil
AvyamAna,av,,pres,pass,caus,āvyamāna,av
Avya,av,,fut,pass,caus,āvya,av
ASanIya,aS#2,,fut,pass,caus,āśanīya,aś#2
ASayat,aS#2,,pres,para,caus,āśayat,aś#2
ASayamAna,aS#2,,pres,atma,caus,āśayamāna,aś#2
ASayitavya,aS#2,,fut,pass,caus,āśayitavya,aś#2
ASayizyat,aS#2,,fut,para,caus,āśayiṣyat,aś#2
ASayizyamAna,aS#2,,fut,atma,,āśayiṣyamāna,aś#2
ASayizyamAna,aS#2,,fut,atma,caus,āśayiṣyamāna,aś#2
ASAna,aS#1,,perf,atma,,āśāna,aś#1
ASAna,aS#2,,perf,atma,,āśāna,aś#2
ASitavat,aS#2,,past,active,caus,āśitavat,aś#2
ASita,aS#2,,past,pass,caus,āśita,aś#2
ASivas,aS#1,,perf,para,,āśivas,aś#1
ASivas,aS#2,,perf,para,,āśivas,aś#2
ASyamAna,aS#2,,pres,pass,caus,āśyamāna,aś#2
ASya,aS#2,,fut,pass,caus,āśya,aś#2
AsanIya,As#2,,fut,pass,,āsanīya,ās#2
AsanIya,As#2,,fut,pass,caus,āsanīya,ās#2
AsanIya,as#2,,fut,pass,caus,āsanīya,as#2
Asayat,As#2,,pres,para,caus,āsayat,ās#2
Asayat,as#2,,pres,para,caus,āsayat,as#2
AsayamAna,As#2,,pres,atma,caus,āsayamāna,ās#2
AsayamAna,as#2,,pres,atma,caus,āsayamāna,as#2
Asayitavya,As#2,,fut,pass,caus,āsayitavya,ās#2
Asayitavya,as#2,,fut,pass,caus,āsayitavya,as#2
Asayizyat,as#2,,fut,para,caus,āsayiṣyat,as#2
AsayizyamAna,As#2,,fut,atma,,āsayiṣyamāna,ās#2
AsayizyamAna,As#2,,fut,atma,caus,āsayiṣyamāna,ās#2
AsayizyamAna,as#2,,fut,atma,,āsayiṣyamāna,as#2
AsayizyamAna,as#2,,fut,atma,caus,āsayiṣyamāna,as#2
AsAna,as#2,,perf,atma,,āsāna,as#2
Asitavat,As#2,,past,active,,āsitavat,ās#2
Asitavat,As#2,,past,active,caus,āsitavat,ās#2
Asitavat,as#2,,past,active,caus,āsitavat,as#2
Asitavya,As#2,,fut,pass,,āsitavya,ās#2
Asita,As#2,,past,pass,,āsita,ās#2
Asita,As#2,,past,pass,caus,āsita,ās#2
Asita,as#2,,past,pass,caus,āsita,as#2
Asivas,as#1,,perf,para,,āsivas,as#1
Asivas,as#2,,perf,para,,āsivas,as#2
AsizyamAna,As#2,,fut,atma,,āsiṣyamāna,ās#2
AsIna,As#2,2,pres,atma,,āsīna,ās#2
AsIna,As#2,,perf,atma,,āsīna,ās#2
AsyamAna,As#2,,pres,pass,,āsyamāna,ās#2
AsyamAna,As#2,,pres,pass,caus,āsyamāna,ās#2
AsyamAna,as#2,,pres,pass,caus,āsyamāna,as#2
Asya,As#2,,fut,pass,,āsya,ās#2
Asya,As#2,,fut,pass,caus,āsya,ās#2
Asya,as#2,,fut,pass,caus,āsya,as#2
iNgat,iNg,1,pres,para,,iṅgat,iṅg
iNganIya,iNg,,fut,pass,caus,iṅganīya,iṅg
iNgamAna,iNg,1,pres,atma,,iṅgamāna,iṅg
iNgayat,iNg,,pres,para,caus,iṅgayat,iṅg
iNgayamAna,iNg,,pres,atma,caus,iṅgayamāna,iṅg
iNgayitavya,iNg,,fut,pass,caus,iṅgayitavya,iṅg
iNgayizyat,iNg,,fut,para,caus,iṅgayiṣyat,iṅg
iNgayizyamAna,iNg,,fut,atma,,iṅgayiṣyamāna,iṅg
iNgayizyamAna,iNg,,fut,atma,caus,iṅgayiṣyamāna,iṅg
iNgitavat,iNg,,past,active,,iṅgitavat,iṅg
iNgitavat,iNg,,past,active,caus,iṅgitavat,iṅg
iNgita,iNg,,past,pass,,iṅgita,iṅg
iNgita,iNg,,past,pass,caus,iṅgita,iṅg
iNgyamAna,iNg,,pres,pass,,iṅgyamāna,iṅg
iNgyamAna,iNg,,pres,pass,caus,iṅgyamāna,iṅg
iNgya,iNg,,fut,pass,caus,iṅgya,iṅg
icCat,iz#1,6,pres,para,,icchat,iṣ#1
icCamAna,iz#1,6,pres,atma,,icchamāna,iṣ#1
ijyamAna,yaj#1,,pres,pass,,ijyamāna,yaj#1
itavat,i,,past,active,,itavat,i
ita,i,,past,pass,,ita,i
itya,i,,fut,pass,,itya,i
idDavat,inD,,past,active,,iddhavat,indh
idDa,inD,,past,pass,,iddha,indh
iDyamAna,inD,,pres,pass,,idhyamāna,indh
intavat,in,,past,active,,intavat,in
inta,in,,past,pass,,inta,in
indat,ind,1,pres,para,,indat,ind
indamAna,ind,1,pres,atma,,indamāna,ind
inditavat,ind,,past,active,,inditavat,ind
indita,ind,,past,pass,,indita,ind
indyamAna,ind,,pres,pass,,indyamāna,ind
inDAna,inD,7,pres,atma,,indhāna,indh
inDitavya,inD,,fut,pass,,indhitavya,indh
inDizyamAna,inD,,fut,atma,,indhiṣyamāna,indh
inyamAna,in,,pres,pass,,inyamāna,in
invat,inv,6,pres,para,,invat,inv
invat,in,5,pres,para,,invat,in
invamAna,inv,6,pres,atma,,invamāna,inv
invAna,in,5,pres,atma,,invāna,in
invitavat,inv,,past,active,,invitavat,inv
invita,inv,,past,pass,,invita,inv
invyamAna,inv,,pres,pass,,invyamāna,inv
iyrat,f,3,pres,para,,iyrat,ṛ
iyrARa,f,3,pres,atma,,iyrāṇa,ṛ
irasanIya,iras#2,,fut,pass,,irasanīya,iras#2
irastavat,iras#2,,past,active,,irastavat,iras#2
irasta,iras#2,,past,pass,,irasta,iras#2
irasyat,iras#2,10,pres,para,,irasyat,iras#2
irasyamAna,iras#2,10,pres,atma,,irasyamāna,iras#2
irasya,iras#2,,fut,pass,,irasya,iras#2
irasyitavya,iras#2,,fut,pass,,irasyitavya,iras#2
irasyizyat,iras#2,,fut,para,,irasyiṣyat,iras#2
irasyizyamAna,iras#2,,fut,atma,,irasyiṣyamāna,iras#2
ilat,il,6,pres,para,,ilat,il
ilanIya,il,,fut,pass,caus,ilanīya,il
ilamAna,il,6,pres,atma,,ilamāna,il
ilayat,il,,pres,para,caus,ilayat,il
ilayamAna,il,,pres,atma,caus,ilayamāna,il
ilayitavya,il,,fut,pass,caus,ilayitavya,il
ilayizyat,il,,fut,para,caus,ilayiṣyat,il
ilayizyamAna,il,,fut,atma,,ilayiṣyamāna,il
ilayizyamAna,il,,fut,atma,caus,ilayiṣyamāna,il
ilitavat,il,,past,active,caus,ilitavat,il
ilita,il,,past,pass,caus,ilita,il
iltavat,il,,past,active,,iltavat,il
ilta,il,,past,pass,,ilta,il
ilyamAna,il,,pres,pass,,ilyamāna,il
ilyamAna,il,,pres,pass,caus,ilyamāna,il
ilya,il,,fut,pass,caus,ilya,il
izaRIya,iz#1,,fut,pass,caus,iṣaṇīya,iṣ#1
izayat,iz#1,,pres,para,caus,iṣayat,iṣ#1
izayamAna,iz#1,,pres,atma,caus,iṣayamāna,iṣ#1
izayitavya,iz#1,,fut,pass,caus,iṣayitavya,iṣ#1
izayizyat,iz#1,,fut,para,caus,iṣayiṣyat,iṣ#1
izayizyamAna,iz#1,,fut,atma,,iṣayiṣyamāna,iṣ#1
izayizyamAna,iz#1,,fut,atma,caus,iṣayiṣyamāna,iṣ#1
izitavat,iz#1,,past,active,caus,iṣitavat,iṣ#1
izitavat,iz#2,,past,active,,iṣitavat,iṣ#2
izita,iz#1,,past,pass,caus,iṣita,iṣ#1
izita,iz#2,,past,pass,,iṣita,iṣ#2
izwavat,iz#1,,past,active,,iṣṭavat,iṣ#1
izwavat,yaj#1,,past,active,,iṣṭavat,yaj#1
izwa,iz#1,,past,pass,,iṣṭa,iṣ#1
izwa,yaj#1,,past,pass,,iṣṭa,yaj#1
izRat,iz#2,9,pres,para,,iṣṇat,iṣ#2
izRAna,iz#2,9,pres,atma,,iṣṇāna,iṣ#2
izyat,iz#2,4,pres,para,,iṣyat,iṣ#2
izyamAna,iz#1,,pres,pass,,iṣyamāna,iṣ#1
izyamAna,iz#1,,pres,pass,caus,iṣyamāna,iṣ#1
izyamAna,iz#2,4,pres,atma,,iṣyamāna,iṣ#2
izyamAna,iz#2,,pres,pass,,iṣyamāna,iṣ#2
izya,iz#1,,fut,pass,caus,iṣya,iṣ#1
Ikzat,Ikz,1,pres,para,,īkṣat,īkṣ
IkzamAna,Ikz,1,pres,atma,,īkṣamāna,īkṣ
IkzARa,Ikz,,perf,atma,,īkṣāṇa,īkṣ
Ikzitavat,Ikz,,past,active,,īkṣitavat,īkṣ
Ikzitavya,Ikz,,fut,pass,,īkṣitavya,īkṣ
Ikzita,Ikz,,past,pass,,īkṣita,īkṣ
Ikzivas,Ikz,,perf,para,,īkṣivas,īkṣ
Ikzizyat,Ikz,,fut,para,,īkṣiṣyat,īkṣ
IkzizyamAna,Ikz,,fut,atma,,īkṣiṣyamāna,īkṣ
IkzyamAna,Ikz,,pres,pass,,īkṣyamāna,īkṣ
Ikzya,Ikz,,fut,pass,,īkṣya,īkṣ
INKat,INK,1,pres,para,,īṅkhat,īṅkh
INKanIya,INK,,fut,pass,caus,īṅkhanīya,īṅkh
INKamAna,INK,1,pres,atma,,īṅkhamāna,īṅkh
INKayat,INK,,pres,para,caus,īṅkhayat,īṅkh
INKayamAna,INK,,pres,atma,caus,īṅkhayamāna,īṅkh
INKayitavya,INK,,fut,pass,caus,īṅkhayitavya,īṅkh
INKayizyat,INK,,fut,para,caus,īṅkhayiṣyat,īṅkh
INKayizyamAna,INK,,fut,atma,,īṅkhayiṣyamāna,īṅkh
INKayizyamAna,INK,,fut,atma,caus,īṅkhayiṣyamāna,īṅkh
INKAna,INK,,perf,atma,,īṅkhāna,īṅkh
INKitavat,INK,,past,active,,īṅkhitavat,īṅkh
INKitavat,INK,,past,active,caus,īṅkhitavat,īṅkh
INKita,INK,,past,pass,,īṅkhita,īṅkh
INKita,INK,,past,pass,caus,īṅkhita,īṅkh
INKivas,INK,,perf,para,,īṅkhivas,īṅkh
INKyamAna,INK,,pres,pass,,īṅkhyamāna,īṅkh
INKyamAna,INK,,pres,pass,caus,īṅkhyamāna,īṅkh
INKya,INK,,fut,pass,,īṅkhya,īṅkh
INKya,INK,,fut,pass,caus,īṅkhya,īṅkh
IjAna,yaj#1,,perf,atma,,ījāna,yaj#1
Ijivas,yaj#1,,perf,para,,ījivas,yaj#1
IqAna,Iq,2,pres,atma,,īḍāna,īḍ
IqAna,Iq,,perf,atma,,īḍāna,īḍ
Iqitavat,Iq,,past,active,,īḍitavat,īḍ
Iqitavya,Iq,,fut,pass,,īḍitavya,īḍ
Iqita,Iq,,past,pass,,īḍita,īḍ
IqizyamAna,Iq,,fut,atma,,īḍiṣyamāna,īḍ
IqyamAna,Iq,,pres,pass,,īḍyamāna,īḍ
Iqya,Iq,,fut,pass,,īḍya,īḍ
IDAna,inD,,perf,atma,,īdhāna,indh
Ipsat,Ap,,pres,para,desid,īpsat,āp
IpsanIya,Ap,,fut,pass,desid,īpsanīya,āp
Ipsitavat,Ap,,past,active,desid,īpsitavat,āp
Ipsita,Ap,,past,pass,desid,īpsita,āp
Ipsivas,Ap,,perf,para,desid,īpsivas,āp
IyamAna,i,4,pres,atma,,īyamāna,i
IyamAna,i,,pres,pass,,īyamāna,i
IyamAna,yA#1,,pres,pass,,īyamāna,yā#1
IyAna,i,,perf,atma,,īyāna,i
Iyivas,i,,perf,para,,īyivas,i
IyNgAna,iNg,,perf,atma,,īyṅgāna,iṅg
IyNgivas,iNg,,perf,para,,īyṅgivas,iṅg
IynAna,in,,perf,atma,,īynāna,in
Iynivas,in,,perf,para,,īynivas,in
IyndAna,ind,,perf,atma,,īyndāna,ind
Iyndivas,ind,,perf,para,,īyndivas,ind
IynvAna,inv,,perf,atma,,īynvāna,inv
Iynvivas,inv,,perf,para,,īynvivas,inv
IyrasAna,iras#2,,perf,atma,,īyrasāna,iras#2
Iyrasvas,iras#2,,perf,para,,īyrasvas,iras#2
IylAna,il,,perf,atma,,īylāna,il
Iylivas,il,,perf,para,,īylivas,il
IraRIya,Ir,,fut,pass,caus,īraṇīya,īr
Irayat,Ir,,pres,para,caus,īrayat,īr
IrayamAna,Ir,,pres,atma,caus,īrayamāna,īr
Irayitavya,Ir,,fut,pass,caus,īrayitavya,īr
Irayizyat,Ir,,fut,para,caus,īrayiṣyat,īr
IrayizyamAna,Ir,,fut,atma,,īrayiṣyamāna,īr
IrayizyamAna,Ir,,fut,atma,caus,īrayiṣyamāna,īr
IrARa,Ir,2,pres,atma,,īrāṇa,īr
IrARa,Ir,,perf,atma,,īrāṇa,īr
Iritavat,Ir,,past,active,,īritavat,īr
Iritavat,Ir,,past,active,caus,īritavat,īr
Iritavya,Ir,,fut,pass,,īritavya,īr
Irita,Ir,,past,pass,,īrita,īr
Irita,Ir,,past,pass,caus,īrita,īr
IryamAna,Ir,,pres,pass,,īryamāna,īr
IryamAna,Ir,,pres,pass,caus,īryamāna,īr
Irya,Ir,,fut,pass,,īrya,īr
Irya,Ir,,fut,pass,caus,īrya,īr
IrzARa,Irz,,perf,atma,,īrṣāṇa,īrṣ
Irzitavat,Irz,,past,active,,īrṣitavat,īrṣ
Irzita,Irz,,past,pass,,īrṣita,īrṣ
Irzivas,Irz,,perf,para,,īrṣivas,īrṣ
Irzyat,Irz,1,pres,para,,īrṣyat,īrṣ
IrzyamAna,Irz,1,pres,atma,,īrṣyamāna,īrṣ
IrzyamAna,Irz,,pres,pass,,īrṣyamāna,īrṣ
Irzya,Irz,,fut,pass,,īrṣya,īrṣ
ISAna,IS#1,2,pres,atma,,īśāna,īś#1
ISAna,IS#1,,perf,atma,,īśāna,īś#1
ISitavat,IS#1,,past,active,,īśitavat,īś#1
ISita,IS#1,,past,pass,,īśita,īś#1
ISizyat,IS#1,,fut,para,,īśiṣyat,īś#1
ISizyamAna,IS#1,,fut,atma,,īśiṣyamāna,īś#1
Izat,Iz,1,pres,para,,īṣat,īṣ
IzamAna,Iz,1,pres,atma,,īṣamāna,īṣ
IzARa,Iz,,perf,atma,,īṣāṇa,īṣ
IzARa,iz#1,,perf,atma,,īṣāṇa,iṣ#1
IzARa,iz#2,,perf,atma,,īṣāṇa,iṣ#2
Izitavat,Iz,,past,active,,īṣitavat,īṣ
Izita,Iz,,past,pass,,īṣita,īṣ
Izivas,Iz,,perf,para,,īṣivas,īṣ
Izivas,iz#1,,perf,para,,īṣivas,iṣ#1
Izivas,iz#2,,perf,para,,īṣivas,iṣ#2
IzyamAna,Iz,,pres,pass,,īṣyamāna,īṣ
Izya,Iz,,fut,pass,,īṣya,īṣ
Ihat,Ih,1,pres,para,,īhat,īh
IhamAna,Ih,1,pres,atma,,īhamāna,īh
IhAna,Ih,,perf,atma,,īhāna,īh
Ihitavat,Ih,,past,active,,īhitavat,īh
Ihita,Ih,,past,pass,,īhita,īh
Ihivas,Ih,,perf,para,,īhivas,īh
IhyamAna,Ih,,pres,pass,,īhyamāna,īh
Ihya,Ih,,fut,pass,,īhya,īh
uktavat,vac,,past,active,,uktavat,vac
ukta,vac,,past,pass,,ukta,vac
ukzat,ukz,6,pres,para,,ukṣat,ukṣ
ukzamAna,ukz,6,pres,atma,,ukṣamāna,ukṣ
ukzitavat,ukz,,past,active,,ukṣitavat,ukṣ
ukzita,ukz,,past,pass,,ukṣita,ukṣ
ukzyamAna,ukz,,pres,pass,,ukṣyamāna,ukṣ
ucitavat,uc#2,,past,active,,ucitavat,uc#2
ucitavya,uc#2,,fut,pass,,ucitavya,uc#2
ucita,uc#2,,past,pass,,ucita,uc#2
ucizyat,uc#2,,fut,para,,uciṣyat,uc#2
ucizyamAna,uc#2,,fut,atma,,uciṣyamāna,uc#2
ucCat,vas#4,6,pres,para,,ucchat,vas#4
ucCamAna,vas#4,6,pres,atma,,ucchamāna,vas#4
ucyat,uc#2,4,pres,para,,ucyat,uc#2
ucyamAna,uc#2,4,pres,atma,,ucyamāna,uc#2
ucyamAna,uc#2,,pres,pass,,ucyamāna,uc#2
ucyamAna,vac,,pres,pass,,ucyamāna,vac
ujJat,ujJ,6,pres,para,,ujjhat,ujjh
ujJamAna,ujJ,6,pres,atma,,ujjhamāna,ujjh
ujJitavat,ujJ,,past,active,,ujjhitavat,ujjh
ujJita,ujJ,,past,pass,,ujjhita,ujjh
ujJyamAna,ujJ,,pres,pass,,ujjhyamāna,ujjh
uYCat,uYC,1,pres,para,,uñchat,uñch
uYCamAna,uYC,1,pres,atma,,uñchamāna,uñch
uYCitavat,uYC,,past,active,,uñchitavat,uñch
uYCita,uYC,,past,pass,,uñchita,uñch
uYCyamAna,uYC,,pres,pass,,uñchyamāna,uñch
utavat,vA#3,,past,active,,utavat,vā#3
uta,vA#3,,past,pass,,uta,vā#3
utkaRwWavya,utkaRW,,fut,pass,,utkaṇṭṭhavya,utkaṇṭh
utkaRWat,utkaRW,1,pres,para,,utkaṇṭhat,utkaṇṭh
utkaRWanIya,utkaRW,,fut,pass,,utkaṇṭhanīya,utkaṇṭh
utkaRWanIya,utkaRW,,fut,pass,caus,utkaṇṭhanīya,utkaṇṭh
utkaRWamAna,utkaRW,1,pres,atma,,utkaṇṭhamāna,utkaṇṭh
utkaRWayat,utkaRW,,pres,para,caus,utkaṇṭhayat,utkaṇṭh
utkaRWayamAna,utkaRW,,pres,atma,caus,utkaṇṭhayamāna,utkaṇṭh
utkaRWayitavya,utkaRW,,fut,pass,caus,utkaṇṭhayitavya,utkaṇṭh
utkaRWayizyat,utkaRW,,fut,para,caus,utkaṇṭhayiṣyat,utkaṇṭh
utkaRWayizyamAna,utkaRW,,fut,atma,,utkaṇṭhayiṣyamāna,utkaṇṭh
utkaRWayizyamAna,utkaRW,,fut,atma,caus,utkaṇṭhayiṣyamāna,utkaṇṭh
utkaRWitavat,utkaRW,,past,active,,utkaṇṭhitavat,utkaṇṭh
utkaRWitavat,utkaRW,,past,active,caus,utkaṇṭhitavat,utkaṇṭh
utkaRWita,utkaRW,,past,pass,,utkaṇṭhita,utkaṇṭh
utkaRWita,utkaRW,,past,pass,caus,utkaṇṭhita,utkaṇṭh
utkaRWyamAna,utkaRW,,pres,pass,,utkaṇṭhyamāna,utkaṇṭh
utkaRWyamAna,utkaRW,,pres,pass,caus,utkaṇṭhyamāna,utkaṇṭh
utkaRWya,utkaRW,,fut,pass,,utkaṇṭhya,utkaṇṭh
utkaRWya,utkaRW,,fut,pass,caus,utkaṇṭhya,utkaṇṭh
utkaRWsyat,utkaRW,,fut,para,,utkaṇṭhsyat,utkaṇṭh
utkaRWsyamAna,utkaRW,,fut,atma,,utkaṇṭhsyamāna,utkaṇṭh
uttavat,und,,past,active,,uttavat,und
utta,und,,past,pass,,utta,und
uditavat,vad,,past,active,,uditavat,vad
udita,vad,,past,pass,,udita,vad
udyamAna,vad,,pres,pass,,udyamāna,vad
udya,vad,,fut,pass,,udya,vad
undat,und,7,pres,para,,undat,und
undAna,und,7,pres,atma,,undāna,und
undyamAna,und,,pres,pass,,undyamāna,und
unnavat,und,,past,active,,unnavat,und
unna,und,,past,pass,,unna,und
uptavat,vap#1,,past,active,,uptavat,vap#1
uptavat,vap#2,,past,active,,uptavat,vap#2
upta,vap#1,,past,pass,,upta,vap#1
upta,vap#2,,past,pass,,upta,vap#2
upyamAna,vap#1,,pres,pass,,upyamāna,vap#1
upyamAna,vap#2,,pres,pass,,upyamāna,vap#2
ubDavat,uB,,past,active,,ubdhavat,ubh
ubDa,uB,,past,pass,,ubdha,ubh
uBitavya,uB,,fut,pass,,ubhitavya,ubh
uBizyat,uB,,fut,para,,ubhiṣyat,ubh
uBizyamAna,uB,,fut,atma,,ubhiṣyamāna,ubh
uBnat,uB,9,pres,para,,ubhnat,ubh
uBnAna,uB,9,pres,atma,,ubhnāna,ubh
uByamAna,uB,,pres,pass,,ubhyamāna,ubh
umBat,uB,6,pres,para,,umbhat,ubh
umBamAna,uB,6,pres,atma,,umbhamāna,ubh
umBitavat,uB,,past,active,,umbhitavat,ubh
umBita,uB,,past,pass,,umbhita,ubh
uruzwavat,uruz,,past,active,,uruṣṭavat,uruṣ
uruzwa,uruz,,past,pass,,uruṣṭa,uruṣ
uruzyat,uruz,4,pres,para,,uruṣyat,uruṣ
uruzyamAna,uruz,4,pres,atma,,uruṣyamāna,uruṣ
uruzyamAna,uruz,,pres,pass,,uruṣyamāna,uruṣ
urokzyat,uruz,,fut,para,,urokṣyat,uruṣ
urokzyamAna,uruz,,fut,atma,,urokṣyamāna,uruṣ
urozaRIya,uruz,,fut,pass,,uroṣaṇīya,uruṣ
urozwavya,uruz,,fut,pass,,uroṣṭavya,uruṣ
urozya,uruz,,fut,pass,,uroṣya,uruṣ
uSat,vaS,2,pres,para,,uśat,vaś
uSyamAna,vaS,,pres,pass,,uśyamāna,vaś
uzitavat,vas#1,,past,active,,uṣitavat,vas#1
uzitavat,vas#4,,past,active,,uṣitavat,vas#4
uzita,vas#1,,past,pass,,uṣita,vas#1
uzita,vas#4,,past,pass,,uṣita,vas#4
uzwavat,uz,,past,active,,uṣṭavat,uṣ
uzwavat,vas#1,,past,active,,uṣṭavat,vas#1
uzwavat,vas#4,,past,active,,uṣṭavat,vas#4
uzwa,uz,,past,pass,,uṣṭa,uṣ
uzwa,vas#1,,past,pass,,uṣṭa,vas#1
uzwa,vas#4,,past,pass,,uṣṭa,vas#4
uzyamAna,uz,,pres,pass,,uṣyamāna,uṣ
uzyamAna,vas#1,,pres,pass,,uṣyamāna,vas#1
uhyamAna,vah#1,,pres,pass,,uhyamāna,vah#1
UkzARa,ukz,,perf,atma,,ūkṣāṇa,ukṣ
Ukzivas,ukz,,perf,para,,ūkṣivas,ukṣ
UcAna,uc#2,,perf,atma,,ūcāna,uc#2
UcAna,vac,,perf,atma,,ūcāna,vac
Ucivas,uc#2,,perf,para,,ūcivas,uc#2
Ucivas,vac,,perf,para,,ūcivas,vac
UjJAna,ujJ,,perf,atma,,ūjjhāna,ujjh
UjJivas,ujJ,,perf,para,,ūjjhivas,ujjh
UYCAna,uYC,,perf,atma,,ūñchāna,uñch
UYCivas,uYC,,perf,para,,ūñchivas,uñch
UQavat,Uh,,past,active,,ūḍhavat,ūh
UQavat,vah#1,,past,active,,ūḍhavat,vah#1
UQa,Uh,,past,pass,,ūḍha,ūh
UQa,vah#1,,past,pass,,ūḍha,vah#1
Utavat,vA#3,,past,active,,ūtavat,vā#3
Uta,vA#3,,past,pass,,ūta,vā#3
UtkaRWAna,utkaRW,,perf,atma,,ūtkaṇṭhāna,utkaṇṭh
UtkaRWvas,utkaRW,,perf,para,,ūtkaṇṭhvas,utkaṇṭh
UdAna,vad,,perf,atma,,ūdāna,vad
Udivas,vad,,perf,para,,ūdivas,vad
UndAna,und,,perf,atma,,ūndāna,und
Undivas,und,,perf,para,,ūndivas,und
UpAna,vap#1,,perf,atma,,ūpāna,vap#1
UpAna,vap#2,,perf,atma,,ūpāna,vap#2
Upivas,vap#1,,perf,para,,ūpivas,vap#1
Upivas,vap#2,,perf,para,,ūpivas,vap#2
UBAna,uB,,perf,atma,,ūbhāna,ubh
UBivas,uB,,perf,para,,ūbhivas,ubh
UyamAna,vA#3,,pres,pass,,ūyamāna,vā#3
UruzARa,uruz,,perf,atma,,ūruṣāṇa,uruṣ
Uruzvas,uruz,,perf,para,,ūruṣvas,uruṣ
UrjanIya,Urj#1,,fut,pass,caus,ūrjanīya,ūrj#1
Urjayat,Urj#1,,pres,para,caus,ūrjayat,ūrj#1
UrjayamAna,Urj#1,,pres,atma,caus,ūrjayamāna,ūrj#1
Urjayitavya,Urj#1,,fut,pass,caus,ūrjayitavya,ūrj#1
Urjayizyat,Urj#1,,fut,para,caus,ūrjayiṣyat,ūrj#1
UrjayizyamAna,Urj#1,,fut,atma,,ūrjayiṣyamāna,ūrj#1
UrjayizyamAna,Urj#1,,fut,atma,caus,ūrjayiṣyamāna,ūrj#1
Urjitavat,Urj#1,,past,active,caus,ūrjitavat,ūrj#1
Urjita,Urj#1,,past,pass,caus,ūrjita,ūrj#1
UrjyamAna,Urj#1,,pres,pass,caus,ūrjyamāna,ūrj#1
Urjya,Urj#1,,fut,pass,caus,ūrjya,ūrj#1
UrRvat,vf#1,5,pres,para,,ūrṇvat,vṛ#1
UrRvAna,vf#1,5,pres,atma,,ūrṇvāna,vṛ#1
UvAna,vA#3,,perf,atma,,ūvāna,vā#3
Uvivas,vA#3,,perf,para,,ūvivas,vā#3
USivas,vaS,,perf,para,,ūśivas,vaś
UzARa,uz,,perf,atma,,ūṣāṇa,uṣ
Uzivas,uz,,perf,para,,ūṣivas,uṣ
UsAna,vas#1,,perf,atma,,ūsāna,vas#1
UsAna,vas#4,,perf,atma,,ūsāna,vas#4
Usivas,vas#1,,perf,para,,ūsivas,vas#1
Usivas,vas#4,,perf,para,,ūsivas,vas#4
Uhat,Uh,1,pres,para,,ūhat,ūh
UhamAna,Uh,1,pres,atma,,ūhamāna,ūh
UhAna,Uh,,perf,atma,,ūhāna,ūh
